"date","year","rep","store","paper","paper.type","unit.price","units.sold","total.sale"
"8652",2013-09-17,2013,"Barakat","Portland","drawing","journal",24.94,1,24.94
"1580",2013-09-18,2013,"Aman","Portland","drawing","pads",10.26,2,20.52
"4750",2013-09-18,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"6108",2013-09-18,2013,"Barakat","Portland","drawing","pads",10.26,1,10.26
"7579",2013-09-18,2013,"Thomas","Davenport","watercolor","roll",97.99,1,97.99
"8654",2013-09-18,2013,"Yue","Dublin","watercolor","sheet",0.77,7,5.39
"9684",2013-09-18,2013,"Mohit","Davenport","watercolor","pad",12.15,2,24.3
"432",2013-09-19,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"1501",2013-09-19,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"2028",2013-09-19,2013,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"9331",2013-09-19,2013,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"9500",2013-09-19,2013,"Aman","Portland","drawing","pads",10.26,1,10.26
"138",2013-09-20,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"207",2013-09-20,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"1234",2013-09-20,2013,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"1522",2013-09-20,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"3622",2013-09-20,2013,"Barakat","Portland","watercolor","block",19.34,1,19.34
"5922",2013-09-20,2013,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"5961",2013-09-20,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"8972",2013-09-20,2013,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"752",2013-09-21,2013,"Yue","Dublin","watercolor","sheet",0.77,5,3.85
"825",2013-09-21,2013,"Barakat","Portland","watercolor","block",19.34,1,19.34
"836",2013-09-21,2013,"Barakat","Portland","drawing","journal",24.94,1,24.94
"2486",2013-09-21,2013,"Ran","Dublin","drawing","journal",24.94,1,24.94
"4123",2013-09-21,2013,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"4612",2013-09-21,2013,"Arinjay","Portland","drawing","pads",10.26,3,30.78
"4774",2013-09-21,2013,"Aman","Portland","watercolor","pad",12.15,2,24.3
"4808",2013-09-21,2013,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"5492",2013-09-21,2013,"Patrick","Syracuse","watercolor","roll",97.99,1,97.99
"5858",2013-09-21,2013,"Aman","Portland","watercolor","pad",12.15,1,12.15
"8184",2013-09-21,2013,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"9047",2013-09-21,2013,"Aman","Portland","drawing","journal",24.94,1,24.94
"9925",2013-09-21,2013,"Arinjay","Portland","drawing","pads",10.26,2,20.52
"598",2013-09-22,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"1964",2013-09-22,2013,"Arijit","Syracuse","drawing","pads",10.26,2,20.52
"2175",2013-09-22,2013,"Aman","Portland","watercolor","pad",12.15,2,24.3
"2239",2013-09-22,2013,"Thomas","Davenport","watercolor","pad",12.15,3,36.45
"2531",2013-09-22,2013,"Arinjay","Portland","drawing","pads",10.26,2,20.52
"3926",2013-09-22,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"5700",2013-09-22,2013,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"6894",2013-09-22,2013,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"7402",2013-09-22,2013,"Aman","Portland","drawing","pads",10.26,1,10.26
"7529",2013-09-22,2013,"Mohit","Davenport","watercolor","sheet",0.77,9,6.93
"7625",2013-09-22,2013,"Arinjay","Portland","drawing","pads",10.26,2,20.52
"8121",2013-09-22,2013,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"9839",2013-09-22,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"9884",2013-09-22,2013,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"538",2013-09-23,2013,"Aman","Portland","drawing","roll",20.99,1,20.99
"2428",2013-09-23,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"4629",2013-09-23,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"6504",2013-09-23,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"6882",2013-09-23,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"4410",2013-09-24,2013,"Barakat","Portland","watercolor","sheet",0.77,7,5.39
"5233",2013-09-24,2013,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"6028",2013-09-24,2013,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"7406",2013-09-24,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"815",2013-09-25,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"1552",2013-09-25,2013,"Patrick","Syracuse","watercolor","block",19.34,2,38.68
"3126",2013-09-25,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"5423",2013-09-25,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"6355",2013-09-25,2013,"Thomas","Davenport","watercolor","sheet",0.77,13,10.01
"7772",2013-09-25,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"8352",2013-09-25,2013,"Mohit","Davenport","watercolor","sheet",0.77,6,4.62
"1056",2013-09-26,2013,"Mohit","Davenport","watercolor","sheet",0.77,6,4.62
"1582",2013-09-26,2013,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"5292",2013-09-26,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"5925",2013-09-26,2013,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"7397",2013-09-26,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"1919",2013-09-27,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"3329",2013-09-27,2013,"Ruisi","Dublin","watercolor","roll",97.99,1,97.99
"6359",2013-09-27,2013,"Ran","Dublin","drawing","sheet",0.36,9,3.24
"8759",2013-09-27,2013,"Barakat","Portland","watercolor","sheet",0.77,8,6.16
"1718",2013-09-28,2013,"Arinjay","Portland","drawing","roll",20.99,1,20.99
"1911",2013-09-28,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"4032",2013-09-28,2013,"Arijit","Syracuse","watercolor","roll",97.99,1,97.99
"6758",2013-09-28,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"6904",2013-09-28,2013,"Aman","Portland","watercolor","sheet",0.77,4,3.08
"8092",2013-09-28,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"8965",2013-09-28,2013,"Ruisi","Dublin","drawing","pads",10.26,2,20.52
"8998",2013-09-28,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"9071",2013-09-28,2013,"Yue","Dublin","drawing","journal",24.94,1,24.94
"9534",2013-09-28,2013,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"489",2013-09-29,2013,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"1236",2013-09-29,2013,"Aman","Portland","watercolor","pad",12.15,1,12.15
"1485",2013-09-29,2013,"Barakat","Portland","drawing","pads",10.26,1,10.26
"2190",2013-09-29,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"3151",2013-09-29,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"7419",2013-09-29,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"7753",2013-09-29,2013,"Aman","Portland","watercolor","block",19.34,3,58.02
"8174",2013-09-29,2013,"Barakat","Portland","drawing","roll",20.99,1,20.99
"8627",2013-09-29,2013,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"25",2013-09-30,2013,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"4509",2013-09-30,2013,"Ran","Dublin","watercolor","pad",12.15,2,24.3
"9484",2013-09-30,2013,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"4296",2013-10-01,2013,"Patrick","Syracuse","watercolor","sheet",0.77,6,4.62
"6509",2013-10-01,2013,"Aman","Portland","watercolor","sheet",0.77,11,8.47
"6633",2013-10-01,2013,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"9189",2013-10-01,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"4342",2013-10-02,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"91",2013-10-03,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"3726",2013-10-03,2013,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"4284",2013-10-03,2013,"Ran","Dublin","watercolor","sheet",0.77,10,7.7
"4352",2013-10-03,2013,"Mohit","Davenport","watercolor","sheet",0.77,8,6.16
"6551",2013-10-03,2013,"Barakat","Portland","drawing","pads",10.26,1,10.26
"7110",2013-10-03,2013,"Arijit","Syracuse","watercolor","sheet",0.77,6,4.62
"8931",2013-10-03,2013,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"9067",2013-10-03,2013,"Qiaoli","Portland","watercolor","block",19.34,2,38.68
"4461",2013-10-04,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"7417",2013-10-04,2013,"Ruisi","Dublin","drawing","roll",20.99,1,20.99
"8680",2013-10-04,2013,"Arinjay","Portland","watercolor","pad",12.15,2,24.3
"831",2013-10-05,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"984",2013-10-05,2013,"Arijit","Syracuse","watercolor","sheet",0.77,5,3.85
"1169",2013-10-05,2013,"Aman","Portland","watercolor","block",19.34,2,38.68
"2753",2013-10-05,2013,"Yue","Dublin","watercolor","sheet",0.77,5,3.85
"3819",2013-10-05,2013,"Mohit","Davenport","drawing","pads",10.26,2,20.52
"4197",2013-10-05,2013,"Aman","Portland","drawing","roll",20.99,1,20.99
"5666",2013-10-05,2013,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"6494",2013-10-05,2013,"Ran","Dublin","drawing","pads",10.26,2,20.52
"6602",2013-10-05,2013,"Yue","Dublin","drawing","journal",24.94,1,24.94
"6709",2013-10-05,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"7479",2013-10-05,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"7554",2013-10-05,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"8122",2013-10-05,2013,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"8125",2013-10-05,2013,"Arijit","Syracuse","drawing","pads",10.26,1,10.26
"8749",2013-10-05,2013,"Ruisi","Dublin","drawing","pads",10.26,2,20.52
"438",2013-10-06,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"595",2013-10-06,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"889",2013-10-06,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"1185",2013-10-06,2013,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"2200",2013-10-06,2013,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"2671",2013-10-06,2013,"Ran","Dublin","watercolor","sheet",0.77,6,4.62
"4457",2013-10-06,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"4634",2013-10-06,2013,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"4966",2013-10-06,2013,"Ruisi","Dublin","watercolor","sheet",0.77,9,6.93
"6323",2013-10-06,2013,"Patrick","Syracuse","watercolor","sheet",0.77,3,2.31
"6916",2013-10-06,2013,"Ruisi","Dublin","drawing","roll",20.99,1,20.99
"7117",2013-10-06,2013,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"8868",2013-10-06,2013,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"9038",2013-10-06,2013,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"5792",2013-10-07,2013,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"8152",2013-10-07,2013,"Arijit","Syracuse","drawing","pads",10.26,2,20.52
"2246",2013-10-08,2013,"Ran","Dublin","drawing","pads",10.26,1,10.26
"3498",2013-10-08,2013,"Ran","Dublin","drawing","pads",10.26,1,10.26
"4411",2013-10-08,2013,"Aman","Portland","drawing","pads",10.26,1,10.26
"6713",2013-10-08,2013,"Barakat","Portland","watercolor","sheet",0.77,5,3.85
"7182",2013-10-08,2013,"Aman","Portland","drawing","pads",10.26,3,30.78
"8464",2013-10-08,2013,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"9132",2013-10-08,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"9644",2013-10-08,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,9,6.93
"329",2013-10-09,2013,"Ran","Dublin","drawing","sheet",0.36,10,3.6
"2180",2013-10-09,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"6397",2013-10-09,2013,"Ran","Dublin","watercolor","sheet",0.77,11,8.47
"6846",2013-10-09,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"517",2013-10-10,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"3561",2013-10-10,2013,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"5989",2013-10-10,2013,"Yue","Dublin","watercolor","block",19.34,1,19.34
"8864",2013-10-10,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"1066",2013-10-11,2013,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"2944",2013-10-11,2013,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"5316",2013-10-11,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"8156",2013-10-11,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"8935",2013-10-11,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"157",2013-10-12,2013,"Ran","Dublin","watercolor","sheet",0.77,9,6.93
"369",2013-10-12,2013,"Patrick","Syracuse","drawing","journal",24.94,2,49.88
"1264",2013-10-12,2013,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"2032",2013-10-12,2013,"Barakat","Portland","watercolor","sheet",0.77,6,4.62
"5185",2013-10-12,2013,"Patrick","Syracuse","drawing","journal",24.94,2,49.88
"6259",2013-10-12,2013,"Thomas","Davenport","drawing","sheet",0.36,14,5.04
"7164",2013-10-12,2013,"Yue","Dublin","drawing","pads",10.26,2,20.52
"8613",2013-10-12,2013,"Aman","Portland","drawing","roll",20.99,1,20.99
"9011",2013-10-12,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"9352",2013-10-12,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"832",2013-10-13,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"3331",2013-10-13,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"3449",2013-10-13,2013,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"3501",2013-10-13,2013,"Aman","Portland","watercolor","sheet",0.77,5,3.85
"4846",2013-10-13,2013,"Barakat","Portland","watercolor","pad",12.15,2,24.3
"5011",2013-10-13,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"5301",2013-10-13,2013,"Barakat","Portland","watercolor","block",19.34,2,38.68
"7807",2013-10-13,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"9640",2013-10-14,2013,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"9710",2013-10-14,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"9826",2013-10-14,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"920",2013-10-15,2013,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"1563",2013-10-15,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"3848",2013-10-15,2013,"Ran","Dublin","watercolor","pad",12.15,2,24.3
"9499",2013-10-15,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"1739",2013-10-16,2013,"Mohit","Davenport","watercolor","roll",97.99,1,97.99
"2759",2013-10-16,2013,"Qiaoli","Portland","watercolor","sheet",0.77,6,4.62
"4706",2013-10-16,2013,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"5193",2013-10-16,2013,"Aman","Portland","drawing","pads",10.26,2,20.52
"5541",2013-10-16,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"49",2013-10-17,2013,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"890",2013-10-17,2013,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"4565",2013-10-17,2013,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"5562",2013-10-17,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"8415",2013-10-17,2013,"Patrick","Syracuse","watercolor","pad",12.15,3,36.45
"1807",2013-10-18,2013,"Ran","Dublin","drawing","pads",10.26,1,10.26
"2114",2013-10-18,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"2512",2013-10-18,2013,"Yue","Dublin","drawing","pads",10.26,1,10.26
"7341",2013-10-18,2013,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"9946",2013-10-18,2013,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"14",2013-10-19,2013,"Arinjay","Portland","watercolor","sheet",0.77,7,5.39
"38",2013-10-19,2013,"Yue","Dublin","watercolor","sheet",0.77,8,6.16
"1006",2013-10-19,2013,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"1878",2013-10-19,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"3700",2013-10-19,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"4552",2013-10-19,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"5109",2013-10-19,2013,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"5466",2013-10-19,2013,"Thomas","Davenport","drawing","pads",10.26,2,20.52
"6263",2013-10-19,2013,"Thomas","Davenport","drawing","roll",20.99,2,41.98
"8397",2013-10-19,2013,"Yue","Dublin","watercolor","pad",12.15,2,24.3
"9103",2013-10-19,2013,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"9611",2013-10-19,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"2521",2013-10-20,2013,"Yue","Dublin","watercolor","sheet",0.77,11,8.47
"3186",2013-10-20,2013,"Patrick","Syracuse","drawing","roll",20.99,1,20.99
"3285",2013-10-20,2013,"Ran","Dublin","watercolor","block",19.34,1,19.34
"3325",2013-10-20,2013,"Barakat","Portland","drawing","pads",10.26,1,10.26
"4044",2013-10-20,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"7896",2013-10-20,2013,"Ran","Dublin","drawing","pads",10.26,2,20.52
"7942",2013-10-20,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"9971",2013-10-20,2013,"Aman","Portland","watercolor","block",19.34,1,19.34
"57",2013-10-21,2013,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"612",2013-10-21,2013,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"789",2013-10-21,2013,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"1893",2013-10-21,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"5600",2013-10-21,2013,"Arinjay","Portland","watercolor","pad",12.15,2,24.3
"6433",2013-10-21,2013,"Arijit","Syracuse","drawing","pads",10.26,2,20.52
"6800",2013-10-21,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"7745",2013-10-21,2013,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"79",2013-10-22,2013,"Thomas","Davenport","watercolor","roll",97.99,1,97.99
"995",2013-10-22,2013,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"1170",2013-10-22,2013,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"4537",2013-10-22,2013,"Ruisi","Dublin","watercolor","sheet",0.77,11,8.47
"6650",2013-10-22,2013,"Yue","Dublin","drawing","roll",20.99,1,20.99
"7493",2013-10-22,2013,"Ran","Dublin","watercolor","pad",12.15,2,24.3
"8761",2013-10-22,2013,"Yue","Dublin","drawing","pads",10.26,2,20.52
"302",2013-10-23,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"3868",2013-10-23,2013,"Patrick","Syracuse","drawing","pads",10.26,2,20.52
"5568",2013-10-23,2013,"Qiaoli","Portland","drawing","pads",10.26,3,30.78
"9140",2013-10-23,2013,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"878",2013-10-24,2013,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"892",2013-10-24,2013,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"1086",2013-10-24,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"2197",2013-10-24,2013,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"3085",2013-10-24,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"3808",2013-10-24,2013,"Yue","Dublin","watercolor","pad",12.15,2,24.3
"4485",2013-10-24,2013,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"5447",2013-10-24,2013,"Aman","Portland","drawing","pads",10.26,2,20.52
"5640",2013-10-24,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"6143",2013-10-24,2013,"Yue","Dublin","watercolor","block",19.34,1,19.34
"7300",2013-10-24,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"2046",2013-10-25,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"5359",2013-10-25,2013,"Arijit","Syracuse","drawing","pads",10.26,1,10.26
"7694",2013-10-25,2013,"Ran","Dublin","watercolor","sheet",0.77,6,4.62
"9510",2013-10-25,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"178",2013-10-26,2013,"Qiaoli","Portland","watercolor","roll",97.99,1,97.99
"690",2013-10-26,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"1052",2013-10-26,2013,"Arijit","Syracuse","watercolor","sheet",0.77,10,7.7
"1254",2013-10-26,2013,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"1567",2013-10-26,2013,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"2011",2013-10-26,2013,"Thomas","Davenport","drawing","pads",10.26,3,30.78
"2323",2013-10-26,2013,"Aman","Portland","watercolor","pad",12.15,2,24.3
"4161",2013-10-26,2013,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"4802",2013-10-26,2013,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"5319",2013-10-26,2013,"Yue","Dublin","watercolor","pad",12.15,2,24.3
"6018",2013-10-26,2013,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"7533",2013-10-26,2013,"Qiaoli","Portland","drawing","roll",20.99,1,20.99
"9900",2013-10-26,2013,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"50",2013-10-27,2013,"Aman","Portland","drawing","journal",24.94,1,24.94
"697",2013-10-27,2013,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"2722",2013-10-27,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"6426",2013-10-27,2013,"Aman","Portland","drawing","pads",10.26,1,10.26
"6832",2013-10-27,2013,"Aman","Portland","drawing","roll",20.99,2,41.98
"7462",2013-10-27,2013,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"7678",2013-10-27,2013,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"7978",2013-10-27,2013,"Barakat","Portland","drawing","pads",10.26,1,10.26
"4421",2013-10-28,2013,"Arinjay","Portland","watercolor","sheet",0.77,10,7.7
"5215",2013-10-28,2013,"Aman","Portland","watercolor","sheet",0.77,6,4.62
"8419",2013-10-28,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,8,6.16
"1835",2013-10-29,2013,"Ran","Dublin","drawing","sheet",0.36,14,5.04
"6314",2013-10-29,2013,"Qiaoli","Portland","drawing","roll",20.99,2,41.98
"9755",2013-10-29,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"9817",2013-10-29,2013,"Yunzhu","Syracuse","watercolor","pad",12.15,3,36.45
"208",2013-10-30,2013,"Thomas","Davenport","watercolor","pad",12.15,2,24.3
"758",2013-10-30,2013,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"3160",2013-10-30,2013,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"4459",2013-10-30,2013,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"8440",2013-10-30,2013,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"9779",2013-10-30,2013,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"2921",2013-10-31,2013,"Barakat","Portland","drawing","roll",20.99,1,20.99
"3972",2013-10-31,2013,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"4132",2013-10-31,2013,"Arinjay","Portland","drawing","pads",10.26,2,20.52
"4205",2013-10-31,2013,"Yue","Dublin","drawing","pads",10.26,2,20.52
"4507",2013-10-31,2013,"Ran","Dublin","watercolor","sheet",0.77,5,3.85
"7414",2013-10-31,2013,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"7545",2013-10-31,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"8855",2013-10-31,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"4221",2013-11-01,2013,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"6513",2013-11-01,2013,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"9085",2013-11-01,2013,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"1072",2013-11-02,2013,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"1462",2013-11-02,2013,"Aman","Portland","drawing","pads",10.26,1,10.26
"2057",2013-11-02,2013,"Yue","Dublin","watercolor","sheet",0.77,10,7.7
"2468",2013-11-02,2013,"Yue","Dublin","drawing","pads",10.26,1,10.26
"3541",2013-11-02,2013,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"3566",2013-11-02,2013,"Barakat","Portland","watercolor","block",19.34,1,19.34
"3670",2013-11-02,2013,"Aman","Portland","watercolor","sheet",0.77,9,6.93
"4063",2013-11-02,2013,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"6103",2013-11-02,2013,"Arijit","Syracuse","watercolor","sheet",0.77,4,3.08
"6197",2013-11-02,2013,"Arinjay","Portland","watercolor","roll",97.99,1,97.99
"6445",2013-11-02,2013,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"6571",2013-11-02,2013,"Yunzhu","Syracuse","watercolor","block",19.34,2,38.68
"7640",2013-11-02,2013,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"8056",2013-11-02,2013,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"9622",2013-11-02,2013,"Yunzhu","Syracuse","watercolor","sheet",0.77,6,4.62
"817",2013-11-03,2013,"Barakat","Portland","watercolor","sheet",0.77,10,7.7
"891",2013-11-03,2013,"Thomas","Davenport","drawing","pads",10.26,3,30.78
"2106",2013-11-03,2013,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"5549",2013-11-03,2013,"Thomas","Davenport","watercolor","sheet",0.77,5,3.85
"7667",2013-11-03,2013,"Yue","Dublin","drawing","journal",24.94,1,24.94
"8933",2013-11-03,2013,"Yue","Dublin","watercolor","roll",97.99,1,97.99
"9723",2013-11-03,2013,"Arinjay","Portland","watercolor","block",19.34,1,19.34
"1886",2013-11-04,2013,"Thomas","Davenport","drawing","pads",10.26,3,30.78
"2544",2013-11-04,2013,"Aman","Portland","watercolor","pad",12.15,2,24.3
"8545",2013-11-04,2013,"Qiaoli","Portland","watercolor","sheet",0.77,4,3.08
"1288",2013-11-05,2013,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"3312",2013-11-05,2013,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
